id	url	imdb_code	title	title_english	title_long	slug	year	rating	runtime	genres	summary	description_full	synopsis	yt_trailer_code	language	mpa_rating	background_image	background_image_original	small_cover_image	medium_cover_image	large_cover_image	state	date_uploaded	date_uploaded_unix
46501	https://yts.mx/movies/waiting-for-bojangles-2022	tt11310608	Waiting for Bojangles	Waiting for Bojangles	Waiting for Bojangles (2022)	waiting-for-bojangles-2022	2022	6.5	124	{Drama, Romance}	"In front of their little boy, Camille and Georges dance on their favorite song ""Mr Bojangles"". With them, there is only place for fun and fantasy. The one who shows the way is the mother, an unpredictable wisp. She leads them into a whirlwind of poetry so that the party continues again and again, no matter what happens. Mad love has never lived up to its name so well."	"In front of their little boy, Camille and Georges dance on their favorite song ""Mr Bojangles"". With them, there is only place for fun and fantasy. The one who shows the way is the mother, an unpredictable wisp. She leads them into a whirlwind of poetry so that the party continues again and again, no matter what happens. Mad love has never lived up to its name so well."	"In front of their little boy, Camille and Georges dance on their favorite song ""Mr Bojangles"". With them, there is only place for fun and fantasy. The one who shows the way is the mother, an unpredictable wisp. She leads them into a whirlwind of poetry so that the party continues again and again, no matter what happens. Mad love has never lived up to its name so well."	VS-4EJnjkkI	fr		https://yts.mx/assets/images/movies/waiting_for_bojangles_2022/background.jpg	https://yts.mx/assets/images/movies/waiting_for_bojangles_2022/background.jpg	https://yts.mx/assets/images/movies/waiting_for_bojangles_2022/small-cover.jpg	https://yts.mx/assets/images/movies/waiting_for_bojangles_2022/medium-cover.jpg	https://yts.mx/assets/images/movies/waiting_for_bojangles_2022/large-cover.jpg	ok	2022-11-08 21:26:42	1667939202
46502	https://yts.mx/movies/final-accord-1936	tt0028225	Final Accord	Final Accord	Final Accord (1936)	final-accord-1936	1936	6.7	100	{Drama, Music}	A young, impoverished German woman named Hanna (Maria von Tasnady) gives her infant up for adoption and emigrates to American to live with her husband. When her husband commits suicide, Hanna returns to Germany and works her way into becoming the live-in maid and nurse to her child being raised by an orchestra conductor and his wife.	A young, impoverished German woman named Hanna (Maria von Tasnady) gives her infant up for adoption and emigrates to American to live with her husband. When her husband commits suicide, Hanna returns to Germany and works her way into becoming the live-in maid and nurse to her child being raised by an orchestra conductor and his wife.	A young, impoverished German woman named Hanna (Maria von Tasnady) gives her infant up for adoption and emigrates to American to live with her husband. When her husband commits suicide, Hanna returns to Germany and works her way into becoming the live-in maid and nurse to her child being raised by an orchestra conductor and his wife.		de		https://yts.mx/assets/images/movies/final_accord_1936/background.jpg	https://yts.mx/assets/images/movies/final_accord_1936/background.jpg	https://yts.mx/assets/images/movies/final_accord_1936/small-cover.jpg	https://yts.mx/assets/images/movies/final_accord_1936/medium-cover.jpg	https://yts.mx/assets/images/movies/final_accord_1936/large-cover.jpg	ok	2022-11-09 09:44:54	1667983494
46503	https://yts.mx/movies/the-goalkeeper-2000	tt0261190	The Goalkeeper	The Goalkeeper	The Goalkeeper (2000)	the-goalkeeper-2000	2000	5.8	88	{Drama, Sport}	Ramiro Forteza, a goalkeeper in the Spanish Premier League, is forced by the rigors of the Civil War and the postwar period to earn a living in small villages, challenging the locals to score him a penalty. One night, he arrives in an Asturian village and meets Manuela, a young widow with a son, who survives by sewing for Úrsula, the wife of Andrade, the sergeant of the Civil Guard. But the exhibitions of Forteza and his relationship with Manuela attract the attention of Andrade, who will make a proposal related to the resistance movement that will involve the goalkeeper in the conflict.	Ramiro Forteza, a goalkeeper in the Spanish Premier League, is forced by the rigors of the Civil War and the postwar period to earn a living in small villages, challenging the locals to score him a penalty. One night, he arrives in an Asturian village and meets Manuela, a young widow with a son, who survives by sewing for Úrsula, the wife of Andrade, the sergeant of the Civil Guard. But the exhibitions of Forteza and his relationship with Manuela attract the attention of Andrade, who will make a proposal related to the resistance movement that will involve the goalkeeper in the conflict.	Ramiro Forteza, a goalkeeper in the Spanish Premier League, is forced by the rigors of the Civil War and the postwar period to earn a living in small villages, challenging the locals to score him a penalty. One night, he arrives in an Asturian village and meets Manuela, a young widow with a son, who survives by sewing for Úrsula, the wife of Andrade, the sergeant of the Civil Guard. But the exhibitions of Forteza and his relationship with Manuela attract the attention of Andrade, who will make a proposal related to the resistance movement that will involve the goalkeeper in the conflict.		es	R	https://yts.mx/assets/images/movies/the_goalkeeper_2000/background.jpg	https://yts.mx/assets/images/movies/the_goalkeeper_2000/background.jpg	https://yts.mx/assets/images/movies/the_goalkeeper_2000/small-cover.jpg	https://yts.mx/assets/images/movies/the_goalkeeper_2000/medium-cover.jpg	https://yts.mx/assets/images/movies/the_goalkeeper_2000/large-cover.jpg	ok	2022-11-08 21:04:32	1667937872
46504	https://yts.mx/movies/skirt-day-2008	tt1286809	Skirt Day	Skirt Day	Skirt Day (2008)	skirt-day-2008	2008	6.9	87	{Drama}	An average school teacher is about to fall into a big depression due to threats and humiliation she gets from schoolers. Nobody of her coworkers is interested in this situation, and they are not going to help. Once, after a horrible fight with one of the students, she gets a real gun. Now everyone is under her control, though the situation is still completely uncontrollable...	An average school teacher is about to fall into a big depression due to threats and humiliation she gets from schoolers. Nobody of her coworkers is interested in this situation, and they are not going to help. Once, after a horrible fight with one of the students, she gets a real gun. Now everyone is under her control, though the situation is still completely uncontrollable...	An average school teacher is about to fall into a big depression due to threats and humiliation she gets from schoolers. Nobody of her coworkers is interested in this situation, and they are not going to help. Once, after a horrible fight with one of the students, she gets a real gun. Now everyone is under her control, though the situation is still completely uncontrollable...		fr		https://yts.mx/assets/images/movies/skirt_day_2008/background.jpg	https://yts.mx/assets/images/movies/skirt_day_2008/background.jpg	https://yts.mx/assets/images/movies/skirt_day_2008/small-cover.jpg	https://yts.mx/assets/images/movies/skirt_day_2008/medium-cover.jpg	https://yts.mx/assets/images/movies/skirt_day_2008/large-cover.jpg	ok	2022-11-09 00:07:16	1667948836
46505	https://yts.mx/movies/2-alone-in-paris-2008	tt1077097	2 Alone in Paris	2 Alone in Paris	2 Alone in Paris (2008)	2-alone-in-paris-2008	2008	5.4	94	{Comedy}	Everybody in Paris has vanished exept a clueless cop and the robber he's been pursuing for years.	Everybody in Paris has vanished exept a clueless cop and the robber he's been pursuing for years.	Everybody in Paris has vanished exept a clueless cop and the robber he's been pursuing for years.		fr		https://yts.mx/assets/images/movies/2_alone_in_paris_2008/background.jpg	https://yts.mx/assets/images/movies/2_alone_in_paris_2008/background.jpg	https://yts.mx/assets/images/movies/2_alone_in_paris_2008/small-cover.jpg	https://yts.mx/assets/images/movies/2_alone_in_paris_2008/medium-cover.jpg	https://yts.mx/assets/images/movies/2_alone_in_paris_2008/large-cover.jpg	ok	2022-11-09 04:58:40	1667966320
46506	https://yts.mx/movies/blaze-2022	tt11018264	Blaze	Blaze	Blaze (2022)	blaze-2022	2022	6.1	101	{Animation, Crime, Drama, Fantasy}	After accidentally witnessing a violent crime, a young girl is left catatonic with shock, and struggles to make sense of what she saw, ultimately finding renewal in the inestimable world of her own imagination.	After accidentally witnessing a violent crime, a young girl is left catatonic with shock, and struggles to make sense of what she saw, ultimately finding renewal in the inestimable world of her own imagination.	After accidentally witnessing a violent crime, a young girl is left catatonic with shock, and struggles to make sense of what she saw, ultimately finding renewal in the inestimable world of her own imagination.	KMMxLCQkOHs	en		https://yts.mx/assets/images/movies/blaze_2022/background.jpg	https://yts.mx/assets/images/movies/blaze_2022/background.jpg	https://yts.mx/assets/images/movies/blaze_2022/small-cover.jpg	https://yts.mx/assets/images/movies/blaze_2022/medium-cover.jpg	https://yts.mx/assets/images/movies/blaze_2022/large-cover.jpg	ok	2022-11-09 00:50:21	1667951421
46507	https://yts.mx/movies/say-hey-willie-mays-2022	tt14596934	Say Hey, Willie Mays!	Say Hey, Willie Mays!	Say Hey, Willie Mays! (2022)	say-hey-willie-mays-2022	2022	7.7	98	{Biography, Documentary, Sport}	Archival footage, contemporary interviews and reflection on Willie Mays and his trailblazing influence in and outside baseball too.	Archival footage, contemporary interviews and reflection on Willie Mays and his trailblazing influence in and outside baseball too.	Archival footage, contemporary interviews and reflection on Willie Mays and his trailblazing influence in and outside baseball too.	UAh2gCN6-zI	en		https://yts.mx/assets/images/movies/say_hey_willie_mays_2022/background.jpg	https://yts.mx/assets/images/movies/say_hey_willie_mays_2022/background.jpg	https://yts.mx/assets/images/movies/say_hey_willie_mays_2022/small-cover.jpg	https://yts.mx/assets/images/movies/say_hey_willie_mays_2022/medium-cover.jpg	https://yts.mx/assets/images/movies/say_hey_willie_mays_2022/large-cover.jpg	ok	2022-11-09 06:34:49	1667972089
46508	https://yts.mx/movies/savage-x-fenty-show-vol-4-2022	tt22778190	Savage x Fenty Show Vol. 4	Savage x Fenty Show Vol. 4	Savage x Fenty Show Vol. 4 (2022)	savage-x-fenty-show-vol-4-2022	2022	7.2	0	{Documentary, Music}	In its 4th year, the annual fashion experience promises to break boundaries with new all-star lineup of models, actors, biggest names in music. Rihanna debuts the latest Savage X Fenty styles, blending stellar choreography, style and music	In its 4th year, the annual fashion experience promises to break boundaries with new all-star lineup of models, actors, biggest names in music. Rihanna debuts the latest Savage X Fenty styles, blending stellar choreography, style and music	In its 4th year, the annual fashion experience promises to break boundaries with new all-star lineup of models, actors, biggest names in music. Rihanna debuts the latest Savage X Fenty styles, blending stellar choreography, style and music	Wv3nh5-FkJk	en		https://yts.mx/assets/images/movies/savage_x_fenty_show_vol_4_2022/background.jpg	https://yts.mx/assets/images/movies/savage_x_fenty_show_vol_4_2022/background.jpg	https://yts.mx/assets/images/movies/savage_x_fenty_show_vol_4_2022/small-cover.jpg	https://yts.mx/assets/images/movies/savage_x_fenty_show_vol_4_2022/medium-cover.jpg	https://yts.mx/assets/images/movies/savage_x_fenty_show_vol_4_2022/large-cover.jpg	ok	2022-11-09 09:14:13	1667981653
46509	https://yts.mx/movies/the-soccer-football-movie-2022	tt22774688	The Soccer Football Movie	The Soccer Football Movie	The Soccer Football Movie (2022)	the-soccer-football-movie-2022	2022	3.1	73	{Animation, Comedy, Family, Sport}	Four young soccer superfans team up to help their idols regain their abilities after a scheming evil scientist steals their talent.	Four young soccer superfans team up to help their idols regain their abilities after a scheming evil scientist steals their talent.	Four young soccer superfans team up to help their idols regain their abilities after a scheming evil scientist steals their talent.	usiCmCcNos8	en		https://yts.mx/assets/images/movies/the_soccer_football_movie_2022/background.jpg	https://yts.mx/assets/images/movies/the_soccer_football_movie_2022/background.jpg	https://yts.mx/assets/images/movies/the_soccer_football_movie_2022/small-cover.jpg	https://yts.mx/assets/images/movies/the_soccer_football_movie_2022/medium-cover.jpg	https://yts.mx/assets/images/movies/the_soccer_football_movie_2022/large-cover.jpg	ok	2022-11-09 10:08:29	1667984909
46510	https://yts.mx/movies/rebel-dread-2022	tt9174746	Rebel Dread	Rebel Dread	Rebel Dread (2022)	rebel-dread-2022	2022	6.5	86	{Documentary}	The story of Don Letts, the iconic cultural mover and shaker, filmmaker, musician and raconteur.	The story of Don Letts, the iconic cultural mover and shaker, filmmaker, musician and raconteur.	The story of Don Letts, the iconic cultural mover and shaker, filmmaker, musician and raconteur.	rWx03brXdeI	en		https://yts.mx/assets/images/movies/rebel_dread_2020/background.jpg	https://yts.mx/assets/images/movies/rebel_dread_2020/background.jpg	https://yts.mx/assets/images/movies/rebel_dread_2020/small-cover.jpg	https://yts.mx/assets/images/movies/rebel_dread_2020/medium-cover.jpg	https://yts.mx/assets/images/movies/rebel_dread_2020/large-cover.jpg	ok	2022-11-09 13:09:43	1667995783
46511	https://yts.mx/movies/the-werewolf-versus-the-vampire-woman-1971	tt0066160	The Werewolf Versus the Vampire Woman	The Werewolf Versus the Vampire Woman	The Werewolf Versus the Vampire Woman (1971)	the-werewolf-versus-the-vampire-woman-1971	1971	5.2	86	{Horror}	Elvira is travelling through the French countryside with her friend Genevieve, searching for the lost tomb of a medieval murderess and possible vampire, Countess Wandessa. They find a likely site in the castle of Waldemar Daninsky, who invites the women to stay as long as they like. As Waldemar shows Elvira the tomb that supposedly houses the countess, she accidentally causes the vampire to come back to life, hungrier than ever. Daninsky has a hidden secret of his own, but will it be enough to save the two girls from becoming Wandessa's next victims?	Elvira is travelling through the French countryside with her friend Genevieve, searching for the lost tomb of a medieval murderess and possible vampire, Countess Wandessa. They find a likely site in the castle of Waldemar Daninsky, who invites the women to stay as long as they like. As Waldemar shows Elvira the tomb that supposedly houses the countess, she accidentally causes the vampire to come back to life, hungrier than ever. Daninsky has a hidden secret of his own, but will it be enough to save the two girls from becoming Wandessa's next victims?	Elvira is travelling through the French countryside with her friend Genevieve, searching for the lost tomb of a medieval murderess and possible vampire, Countess Wandessa. They find a likely site in the castle of Waldemar Daninsky, who invites the women to stay as long as they like. As Waldemar shows Elvira the tomb that supposedly houses the countess, she accidentally causes the vampire to come back to life, hungrier than ever. Daninsky has a hidden secret of his own, but will it be enough to save the two girls from becoming Wandessa's next victims?	MPmFM52584Q	es		https://yts.mx/assets/images/movies/the_werewolf_versus_the_vampire_woman_1971/background.jpg	https://yts.mx/assets/images/movies/the_werewolf_versus_the_vampire_woman_1971/background.jpg	https://yts.mx/assets/images/movies/the_werewolf_versus_the_vampire_woman_1971/small-cover.jpg	https://yts.mx/assets/images/movies/the_werewolf_versus_the_vampire_woman_1971/medium-cover.jpg	https://yts.mx/assets/images/movies/the_werewolf_versus_the_vampire_woman_1971/large-cover.jpg	ok	2022-11-09 14:51:43	1668001903
46512	https://yts.mx/movies/tad-the-lost-explorer-and-the-emerald-tablet-2022	tt14941698	Tad the Lost Explorer and the Emerald Tablet	Tad the Lost Explorer and the Emerald Tablet	Tad the Lost Explorer and the Emerald Tablet (2022)	tad-the-lost-explorer-and-the-emerald-tablet-2022	2022	6.0	90	{Adventure, Animation, Comedy, Family}	Tad accidentally unleashes an ancient spell, endangering the lives of his friends Mummy, Jeff, and Belzoni. With everyone against him and only helped by Sara, he sets off on an adventure to end the Curse of the Mummy.	Tad accidentally unleashes an ancient spell, endangering the lives of his friends Mummy, Jeff, and Belzoni. With everyone against him and only helped by Sara, he sets off on an adventure to end the Curse of the Mummy.	Tad accidentally unleashes an ancient spell, endangering the lives of his friends Mummy, Jeff, and Belzoni. With everyone against him and only helped by Sara, he sets off on an adventure to end the Curse of the Mummy.	t07Nq-NL_jU	es	PG	https://yts.mx/assets/images/movies/tad_the_lost_explorer_and_the_emerald_tablet_2022/background.jpg	https://yts.mx/assets/images/movies/tad_the_lost_explorer_and_the_emerald_tablet_2022/background.jpg	https://yts.mx/assets/images/movies/tad_the_lost_explorer_and_the_emerald_tablet_2022/small-cover.jpg	https://yts.mx/assets/images/movies/tad_the_lost_explorer_and_the_emerald_tablet_2022/medium-cover.jpg	https://yts.mx/assets/images/movies/tad_the_lost_explorer_and_the_emerald_tablet_2022/large-cover.jpg	ok	2022-11-09 20:44:01	1668023041
46513	https://yts.mx/movies/3-day-test-2012	tt2184095	3 Day Test	3 Day Test	3 Day Test (2012)	3-day-test-2012	2012	4.3	81	{Comedy, Family}	Martin Taylor believes that his family need to connect and in order to achieve this challenges them to stay in the house for three days without the conveniences of modern life which includes no phones, gas, heating, television and computers. Things take a turn for the worse when some familiar intruders enter the house and the family realise they need to act together.	Martin Taylor believes that his family need to connect and in order to achieve this challenges them to stay in the house for three days without the conveniences of modern life which includes no phones, gas, heating, television and computers. Things take a turn for the worse when some familiar intruders enter the house and the family realise they need to act together.	Martin Taylor believes that his family need to connect and in order to achieve this challenges them to stay in the house for three days without the conveniences of modern life which includes no phones, gas, heating, television and computers. Things take a turn for the worse when some familiar intruders enter the house and the family realise they need to act together.	z4lYHA5vAqk	en		https://yts.mx/assets/images/movies/3_day_test_2012/background.jpg	https://yts.mx/assets/images/movies/3_day_test_2012/background.jpg	https://yts.mx/assets/images/movies/3_day_test_2012/small-cover.jpg	https://yts.mx/assets/images/movies/3_day_test_2012/medium-cover.jpg	https://yts.mx/assets/images/movies/3_day_test_2012/large-cover.jpg	ok	2022-11-09 22:02:54	1668027774
46514	https://yts.mx/movies/el-father-plays-himself-2020	tt11937670	El Father Plays Himself	El Father Plays Himself	El Father Plays Himself (2020)	el-father-plays-himself-2020	2020	7.9	105	{Documentary}	A father and son return to the Amazon jungle to shoot a deeply personal film. Fiction and reality clash as father plays himself.	A father and son return to the Amazon jungle to shoot a deeply personal film. Fiction and reality clash as father plays himself.	A father and son return to the Amazon jungle to shoot a deeply personal film. Fiction and reality clash as father plays himself.	eNhoQa8YGfI	es		https://yts.mx/assets/images/movies/el_father_plays_himself_2020/background.jpg	https://yts.mx/assets/images/movies/el_father_plays_himself_2020/background.jpg	https://yts.mx/assets/images/movies/el_father_plays_himself_2020/small-cover.jpg	https://yts.mx/assets/images/movies/el_father_plays_himself_2020/medium-cover.jpg	https://yts.mx/assets/images/movies/el_father_plays_himself_2020/large-cover.jpg	ok	2022-11-09 22:15:08	1668028508
46515	https://yts.mx/movies/blake-gwen-now-then-2021	tt14763292	Blake & Gwen: Now & Then	Blake & Gwen: Now & Then	Blake & Gwen: Now & Then (2021)	blake-gwen-now-then-2021	2021	3.4	60	{Documentary, Music}	"Fans call them ""Glake"". The perfect moniker when a pop princess and king of country become a couple. This is the story of Blake Shelton and Gwen Stefani. They met as judges on the set of 'The Voice' TV show. Offstage Blake and Gwen would write their own love song. Five years later there are plans to wed. Meanwhile they took different paths to mega-stardom. Blake: the son of a car salesman and beautician from Oklahoma who found his place in Nashville but never forgot his home state. Gwen: a California girl with Italian and Irish roots known as lead singer of the rock group No Doubt. Then out on her own with a Vegas act and bold fashion brand. A musical merger is clearly in the works. They'll need lots of shelf space in their home to hold all those Billboard, American Music and Grammy Awards. No Doubt about it."	"Fans call them ""Glake"". The perfect moniker when a pop princess and king of country become a couple. This is the story of Blake Shelton and Gwen Stefani. They met as judges on the set of 'The Voice' TV show. Offstage Blake and Gwen would write their own love song. Five years later there are plans to wed. Meanwhile they took different paths to mega-stardom. Blake: the son of a car salesman and beautician from Oklahoma who found his place in Nashville but never forgot his home state. Gwen: a California girl with Italian and Irish roots known as lead singer of the rock group No Doubt. Then out on her own with a Vegas act and bold fashion brand. A musical merger is clearly in the works. They'll need lots of shelf space in their home to hold all those Billboard, American Music and Grammy Awards. No Doubt about it."	"Fans call them ""Glake"". The perfect moniker when a pop princess and king of country become a couple. This is the story of Blake Shelton and Gwen Stefani. They met as judges on the set of 'The Voice' TV show. Offstage Blake and Gwen would write their own love song. Five years later there are plans to wed. Meanwhile they took different paths to mega-stardom. Blake: the son of a car salesman and beautician from Oklahoma who found his place in Nashville but never forgot his home state. Gwen: a California girl with Italian and Irish roots known as lead singer of the rock group No Doubt. Then out on her own with a Vegas act and bold fashion brand. A musical merger is clearly in the works. They'll need lots of shelf space in their home to hold all those Billboard, American Music and Grammy Awards. No Doubt about it."		en		https://yts.mx/assets/images/movies/blake_gwen_now_then_2021/background.jpg	https://yts.mx/assets/images/movies/blake_gwen_now_then_2021/background.jpg	https://yts.mx/assets/images/movies/blake_gwen_now_then_2021/small-cover.jpg	https://yts.mx/assets/images/movies/blake_gwen_now_then_2021/medium-cover.jpg	https://yts.mx/assets/images/movies/blake_gwen_now_then_2021/large-cover.jpg	ok	2022-11-09 21:56:28	1668027388
46516	https://yts.mx/movies/hannah-buddhisms-untold-journey-2014	tt3658366	Hannah: Buddhism's Untold Journey	Hannah: Buddhism's Untold Journey	Hannah: Buddhism's Untold Journey (2014)	hannah-buddhisms-untold-journey-2014	2014	7.4	90	{Biography, Documentary, History}	'Hannah' tells the story of Buddhist pioneer Hannah Nydahl and her life bringing Tibetan Buddhism to the West. From her idealistic roots in 1960's Copenhagen to the hippie trail in Nepal, Hannah and her husband Ole became two of the first Western students of His Holiness the 16th Karmapa - the first consciously reincarnated lama of Tibet in 1110. Hannah went on to become an assistant and translator for some of the most powerful Tibetan lamas and a bridge between Buddhism in the East and the West.	'Hannah' tells the story of Buddhist pioneer Hannah Nydahl and her life bringing Tibetan Buddhism to the West. From her idealistic roots in 1960's Copenhagen to the hippie trail in Nepal, Hannah and her husband Ole became two of the first Western students of His Holiness the 16th Karmapa - the first consciously reincarnated lama of Tibet in 1110. Hannah went on to become an assistant and translator for some of the most powerful Tibetan lamas and a bridge between Buddhism in the East and the West.	'Hannah' tells the story of Buddhist pioneer Hannah Nydahl and her life bringing Tibetan Buddhism to the West. From her idealistic roots in 1960's Copenhagen to the hippie trail in Nepal, Hannah and her husband Ole became two of the first Western students of His Holiness the 16th Karmapa - the first consciously reincarnated lama of Tibet in 1110. Hannah went on to become an assistant and translator for some of the most powerful Tibetan lamas and a bridge between Buddhism in the East and the West.	KEAItT5zmY4	en		https://yts.mx/assets/images/movies/hannah_buddhisms_untold_journey_2014/background.jpg	https://yts.mx/assets/images/movies/hannah_buddhisms_untold_journey_2014/background.jpg	https://yts.mx/assets/images/movies/hannah_buddhisms_untold_journey_2014/small-cover.jpg	https://yts.mx/assets/images/movies/hannah_buddhisms_untold_journey_2014/medium-cover.jpg	https://yts.mx/assets/images/movies/hannah_buddhisms_untold_journey_2014/large-cover.jpg	ok	2022-11-10 01:58:50	1668041930
46517	https://yts.mx/movies/girl-missing-2015	tt4592658	Girl Missing	Girl Missing	Girl Missing (2015)	girl-missing-2015	2015	5.0	84	{Thriller}	What seems like a happy ending turns into a nightmare for a young woman thought to be the long lost daughter of a billionaire. She finally returns home and finds Haunting secrets looming in every corner of the grand estate which is soon to be hers. She also discovers that Not everyone in this dysfunctional family is happy to see her back.	What seems like a happy ending turns into a nightmare for a young woman thought to be the long lost daughter of a billionaire. She finally returns home and finds Haunting secrets looming in every corner of the grand estate which is soon to be hers. She also discovers that Not everyone in this dysfunctional family is happy to see her back.	What seems like a happy ending turns into a nightmare for a young woman thought to be the long lost daughter of a billionaire. She finally returns home and finds Haunting secrets looming in every corner of the grand estate which is soon to be hers. She also discovers that Not everyone in this dysfunctional family is happy to see her back.		en		https://yts.mx/assets/images/movies/girl_missing_2015/background.jpg	https://yts.mx/assets/images/movies/girl_missing_2015/background.jpg	https://yts.mx/assets/images/movies/girl_missing_2015/small-cover.jpg	https://yts.mx/assets/images/movies/girl_missing_2015/medium-cover.jpg	https://yts.mx/assets/images/movies/girl_missing_2015/large-cover.jpg	ok	2022-11-10 08:11:45	1668064305
46518	https://yts.mx/movies/emily-tim-2015	tt3000308	Emily & Tim	Emily & Tim	Emily & Tim (2015)	emily-tim-2015	2015	5.8	87	{Drama}	A look at the tumultuous marriage of Tim and Emily Hanratty over half a century.	A look at the tumultuous marriage of Tim and Emily Hanratty over half a century.	A look at the tumultuous marriage of Tim and Emily Hanratty over half a century.	MHeohKA63Ao	en		https://yts.mx/assets/images/movies/emily_tim_2015/background.jpg	https://yts.mx/assets/images/movies/emily_tim_2015/background.jpg	https://yts.mx/assets/images/movies/emily_tim_2015/small-cover.jpg	https://yts.mx/assets/images/movies/emily_tim_2015/medium-cover.jpg	https://yts.mx/assets/images/movies/emily_tim_2015/large-cover.jpg	ok	2022-11-10 04:51:00	1668052260
46519	https://yts.mx/movies/the-engagement-plot-2022	tt16043214	The Engagement Plot	The Engagement Plot	The Engagement Plot (2022)	the-engagement-plot-2022	2022	6.4	87	{Comedy, Drama, Romance}	After getting her heart broken on The Price of Love, a wildly popular dating reality show that matches 20-something female contestants with a young, financially successful bachelor, teacher Hanna Knight has returned to her small-town Colorado life and moved on to better things. But her quiet life is rudely interrupted when Will Preston, the hunk who broke her heart on national TV, shows up unexpectedly with hat in hand - and an outrageous literal proposal.	After getting her heart broken on The Price of Love, a wildly popular dating reality show that matches 20-something female contestants with a young, financially successful bachelor, teacher Hanna Knight has returned to her small-town Colorado life and moved on to better things. But her quiet life is rudely interrupted when Will Preston, the hunk who broke her heart on national TV, shows up unexpectedly with hat in hand - and an outrageous literal proposal.	After getting her heart broken on The Price of Love, a wildly popular dating reality show that matches 20-something female contestants with a young, financially successful bachelor, teacher Hanna Knight has returned to her small-town Colorado life and moved on to better things. But her quiet life is rudely interrupted when Will Preston, the hunk who broke her heart on national TV, shows up unexpectedly with hat in hand - and an outrageous literal proposal.		en		https://yts.mx/assets/images/movies/the_engagement_plot_2022/background.jpg	https://yts.mx/assets/images/movies/the_engagement_plot_2022/background.jpg	https://yts.mx/assets/images/movies/the_engagement_plot_2022/small-cover.jpg	https://yts.mx/assets/images/movies/the_engagement_plot_2022/medium-cover.jpg	https://yts.mx/assets/images/movies/the_engagement_plot_2022/large-cover.jpg	ok	2022-11-10 03:10:01	1668046201
46520	https://yts.mx/movies/olompali-a-hippie-odyssey-2018	tt6933214	Olompali: A Hippie Odyssey	Olompali: A Hippie Odyssey	Olompali: A Hippie Odyssey (2018)	olompali-a-hippie-odyssey-2018	2018	7.5	87	{Documentary}	Swept up in the counterculture revolution of the late-1960s, a wealthy businessman starts a commune in pursuit of a utopian society. But his dreams are thwarted when he and his chosen family are faced with a series of tragedies that threaten their existence.	Swept up in the counterculture revolution of the late-1960s, a wealthy businessman starts a commune in pursuit of a utopian society. But his dreams are thwarted when he and his chosen family are faced with a series of tragedies that threaten their existence.	Swept up in the counterculture revolution of the late-1960s, a wealthy businessman starts a commune in pursuit of a utopian society. But his dreams are thwarted when he and his chosen family are faced with a series of tragedies that threaten their existence.	RLS4e0eME5M	en		https://yts.mx/assets/images/movies/olompali_a_hippie_odyssey_2018/background.jpg	https://yts.mx/assets/images/movies/olompali_a_hippie_odyssey_2018/background.jpg	https://yts.mx/assets/images/movies/olompali_a_hippie_odyssey_2018/small-cover.jpg	https://yts.mx/assets/images/movies/olompali_a_hippie_odyssey_2018/medium-cover.jpg	https://yts.mx/assets/images/movies/olompali_a_hippie_odyssey_2018/large-cover.jpg	ok	2022-11-10 11:31:17	1668076277
